id,pred
1385-15,0.191
1385-6,0.113
1385-9,0.164
1386-1,0.48
1386-2,0.524
1387-10,0.428
1387-2,0.233
1387-4,0.141
1387-5,0.469
1387-7,0.357
1387-9,0.252
1388-1,0.079
1388-3,0.076
1388-7,0.227
1389-10,0.578
1389-2,0.185
1389-5,0.14
1389-8,0.289
1390-1,0.234
1391-12,0.334
1391-2,0.225
1391-3,0.166
1391-4,0.082
1391-5,0.35
1391-9,0.263
1392-1,0.163
1392-3,0.037
1392-7,0.075
1393-11,0.36
1393-5,0.053
1393-7,0.129
1393-8,0.148
1393-9,0.298
1394-3,0.287
1394-8,0.751
1395-6,0.083
1395-7,0.368
1395-8,0.287
1397-5,0.275
1399-2,0.198
1399-6,0.092
1399-8,0.291
140-1,0.157
140-2,0.161
1400-2,0.469
1401-1,0.058
1401-3,0.393
1401-4,0.234
1403-2,0.045
1404-1,0.352
1404-7,0.123
1404-8,0.151
1405-1,0.313
1405-2,0.59
1406-1,0.159
1406-2,0.562
1406-4,0.22
1407-6,0.402
1408-1,0.186
1409-5,0.91
1409-6,0.552
141-1,0.213
141-2,0.442
141-3,0.333
141-4,0.254
141-5,0.571
141-6,0.249
1410-1,0.244
1411-2,0.239
1411-3,0.36
1411-4,0.193
1413-1,0.472
1413-12,0.355
1413-14,0.116
1413-15,0.134
1413-16,0.26
1413-17,0.232
1413-5,0.588
1413-7,0.88
1413-8,0.115
1416-4,0.522
1417-5,0.097
1417-6,0.217
1418-5,0.241
1419-1,0.527
1419-2,0.387
1419-5,0.129
1420-7,0.319
1422-2,0.144
1422-4,0.141
1422-6,0.545
1423-3,0.187
1423-5,0.556
1423-6,0.156
1424-3,0.084
1427-1,0.187
1429-1,0.25
1429-11,0.432
1429-12,0.52
1429-2,0.146
1429-9,0.13
143-11,0.284
143-4,0.728
143-5,0.376
143-9,0.221
1430-1,0.805
1430-12,0.136
1430-13,0.461
1430-14,0.167
1430-8,0.223
1431-11,0.231
1431-3,0.762
1431-5,0.146
1431-7,0.044
1432-3,0.195
1432-5,0.345
1433-1,0.491
1433-5,0.109
1434-3,0.164
1435-2,0.4
1435-4,0.301
1436-1,0.124
1436-5,0.26
1436-6,0.267
1437-4,0.087
1437-6,0.18
1439-1,0.105
144-1,0.674
1440-2,0.15
1441-2,0.279
1442-2,0.209
1442-4,0.146
1443-1,0.392
1443-3,0.377
1446-1,0.13
1447-5,0.322
1448-1,0.093
1448-4,0.038
1449-1,0.513
1449-2,0.134
1449-4,0.426
145-1,0.062
1450-10,0.287
1450-5,0.337
1450-8,0.045
1450-9,0.404
1452-2,0.132
1452-5,0.186
1453-2,0.546
1453-5,0.568
1454-1,0.214
1454-11,0.218
1454-12,0.177
1454-6,0.259
1455-3,0.102
1456-2,0.08
1456-3,0.088
1459-1,0.121
1459-2,0.084
146-1,0.052
1461-6,0.094
1463-1,0.17
1463-3,0.156
1465-3,0.243
1466-5,0.423
1467-1,0.419
1467-3,0.72
1468-1,0.478
1470-11,0.656
1470-12,0.528
1470-6,0.912
1470-7,0.171
1470-9,0.215
1471-2,0.078
1471-6,0.033
1471-8,0.182
1473-2,0.104
1474-2,0.097
1474-4,0.316
1475-1,0.33
1476-2,0.569
1476-3,0.623
1476-8,0.709
1477-2,0.146
1477-3,0.349
1478-10,0.391
1478-14,0.356
1478-3,0.455
1479-10,0.363
1479-14,0.328
1479-4,0.294
1479-7,0.101
1479-8,0.146
1479-9,0.521
148-2,0.084
1481-3,0.317
1482-4,0.047
1484-10,0.711
1484-11,0.27
1484-3,0.153
1484-7,0.365
1485-2,0.109
1486-1,0.325
1486-2,0.652
1487-4,0.239
1488-1,0.093
1488-2,0.272
149-1,0.081
1490-4,0.063
1495-1,0.112
1495-3,0.437
1496-1,0.387
1496-14,0.098
1496-15,0.429
1496-17,0.299
1496-5,0.115
1496-8,0.154
1496-9,0.103
1497-1,0.187
1497-2,0.214
1497-4,0.428
1497-5,0.361
1497-6,0.152
1498-1,0.506
1498-3,0.112
1499-10,0.183
1499-2,0.494
1499-5,0.158
1499-8,0.108
15-3,0.198
150-1,0.096
150-3,0.286
1500-12,0.43
1500-3,0.11
1500-8,0.093
1502-6,0.115
1502-7,0.107
1503-2,0.198
1503-3,0.168
1504-1,0.089
1504-10,0.068
1504-15,0.172
1504-6,0.063
1504-7,0.181
1504-9,0.21
1506-1,0.215
1506-4,0.2
1507-1,0.125
1507-2,0.23
1508-11,0.151
1508-14,0.359
1508-15,0.697
1508-2,0.399
1508-3,0.133
1508-5,0.262
1509-1,0.34
1509-4,0.148
1509-6,0.104
1510-1,0.24
1512-10,0.077
1512-3,0.49
1512-4,0.41
1513-1,0.156
1514-4,0.118
1514-5,0.09
1515-1,0.181
1515-2,0.22
1516-1,0.078
1516-2,0.347
1516-4,0.152
1516-8,0.225
1517-1,0.703
1517-5,0.232
1519-1,0.026
1519-3,0.326
152-1,0.071
1521-1,0.172
1521-10,0.31
1521-2,0.145
1521-8,0.275
1522-2,0.045
1525-1,0.216
1525-2,0.345
1526-6,0.119
1526-9,0.082
1527-5,0.318
1528-1,0.639
1529-1,0.058
153-2,0.506
1532-2,0.313
1532-4,0.135
1535-1,0.161
1535-2,0.19
1536-2,0.714
1536-3,0.193
1536-4,0.59
1536-6,0.206
1539-3,0.237
1539-4,0.172
154-1,0.128
154-2,0.113
154-8,0.231
1540-2,0.173
1540-3,0.141
1540-4,0.392
1540-5,0.42
1540-6,0.173
1540-8,0.129
1541-1,0.343
1541-13,0.599
1541-4,0.081
1541-9,0.062
1542-4,0.105
1543-3,0.044
1543-4,0.052
1544-3,0.178
1545-1,0.266
1546-2,0.437
1547-3,0.251
1547-4,0.099
1547-6,0.165
1547-7,0.413
1548-4,0.079
1548-7,0.152
1552-2,0.433
1552-4,0.79
1553-8,0.277
1554-4,0.276
1555-10,0.71
1555-11,0.27
1555-2,0.323
1556-10,0.369
1556-11,0.085
1556-13,0.569
1556-19,0.131
1556-2,0.501
1556-3,0.777
1556-7,0.219
1556-8,0.15
1557-2,0.36
1557-5,0.131
1557-6,0.14
1558-1,0.168
1558-2,0.187
1562-1,0.231
1562-2,0.378
1562-5,0.158
1564-2,0.195
1564-3,0.316
1564-6,0.317
1565-2,0.264
1566-1,0.042
1566-3,0.183
1567-2,0.087
1567-4,0.167
1569-1,0.211
1569-2,0.136
157-1,0.923
1570-2,0.246
1570-4,0.116
1573-4,0.475
1573-6,0.178
1573-8,0.164
1576-4,0.384
1577-2,0.199
1578-1,0.546
1578-3,0.211
1579-10,0.746
1579-3,0.091
1579-4,0.118
158-2,0.227
1580-4,0.289
1580-5,0.219
1582-5,0.185
1582-6,0.2
1582-7,0.168
1582-9,0.053
1584-2,0.18
1584-7,0.241
1585-3,0.153
1586-1,0.396
1587-1,0.509
1587-2,0.236
1587-4,0.242
1588-1,0.126
1588-10,0.467
1588-5,0.113
1588-6,0.183
1589-10,0.159
1589-6,0.1
159-1,0.433
159-2,0.41
1590-2,0.16
1590-3,0.226
1591-3,0.577
1591-6,0.57
1592-6,0.184
1593-1,0.44
1594-2,0.317
1595-1,0.378
1595-2,0.114
1595-3,0.428
1596-1,0.053
1596-3,0.105
1598-2,0.09
1598-4,0.106
1598-5,0.607
1598-6,0.356
1598-7,0.455
1599-1,0.505
16-2,0.105
160-3,0.471
160-6,0.44
1600-2,0.095
1601-1,0.174
1601-4,0.189
1601-5,0.167
1603-1,0.326
1604-1,0.211
1604-2,0.711
1604-3,0.869
1604-6,0.184
1604-7,0.435
1605-1,0.124
1605-5,0.306
1606-5,0.465
1607-10,0.559
1607-2,0.146
1607-4,0.033
1607-5,0.274
1607-7,0.465
1607-9,0.168
1608-1,0.486
1608-10,0.37
1608-5,0.441
1608-9,0.368
1609-1,0.061
1609-4,0.149
161-1,0.642
161-3,0.378
1611-3,0.186
1611-7,0.124
1612-1,0.544
1612-3,0.084
1613-2,0.292
1613-3,0.087
1613-4,0.294
1614-1,0.267
1614-4,0.417
1614-5,0.203
1616-1,0.375
1616-5,0.681
1616-8,0.425
1616-9,0.218
1618-2,0.121
1618-5,0.463
1618-7,0.467
1619-2,0.165
1620-1,0.531
1620-7,0.189
1622-1,0.422
1622-2,0.405
1623-1,0.167
1623-2,0.281
1623-3,0.326
1623-6,0.707
1624-3,0.084
1625-1,0.389
1625-3,0.132
1626-1,0.205
1626-11,0.855
1626-4,0.239
1626-7,0.13
1626-8,0.09
1627-4,0.13
1627-5,0.287
1627-6,0.103
1627-8,0.128
1627-9,0.182
1628-5,0.119
1628-6,0.094
1628-7,0.379
1628-8,0.334
1628-9,0.091
1629-1,0.255
163-1,0.408
163-4,0.152
163-7,0.174
163-9,0.228
1630-1,0.098
1630-2,0.537
1631-10,0.342
1631-5,0.24
1631-9,0.35
1632-1,0.279
1632-2,0.174
1633-13,0.548
1633-16,0.243
1634-7,0.116
1634-8,0.124
1635-5,0.074
1636-1,0.17
1636-3,0.067
1636-5,0.118
1636-6,0.573
1638-3,0.584
1639-1,0.781
164-2,0.398
164-3,0.468
1640-1,0.439
1640-11,0.511
1641-1,0.07
1641-2,0.184
1642-4,0.249
1643-1,0.063
1643-2,0.175
1644-2,0.45
1645-2,0.599
1645-4,0.348
1646-1,0.233
1646-10,0.164
1646-11,0.214
1646-7,0.209
1646-8,0.178
1646-9,0.456
1647-3,0.501
1647-8,0.296
1649-2,0.213
1649-4,0.1
165-1,0.26
1650-1,0.127
1651-2,0.137
1652-2,0.267
1653-1,0.042
1653-2,0.045
1653-4,0.382
1656-2,0.44
1656-4,0.071
1659-1,0.76
1659-6,0.43
1659-7,0.889
166-1,0.081
166-2,0.249
1660-3,0.228
1660-4,0.721
1661-5,0.294
1662-5,0.639
1663-2,0.438
1663-3,0.365
1663-4,0.081
1663-5,0.283
1664-4,0.472
1666-3,0.386
1666-5,0.295
1666-7,0.127
1667-6,0.328
1668-4,0.108
1669-1,0.139
1669-5,0.441
1671-10,0.146
1671-4,0.608
1671-7,0.162
1671-8,0.216
1672-3,0.076
1673-3,0.145
1675-2,0.475
1675-4,0.507
1675-6,0.256
1676-1,0.171
1676-3,0.197
1676-9,0.159
1677-1,0.07
1677-10,0.129
1677-5,0.473
1677-6,0.192
1677-8,0.175
1678-1,0.071
1679-10,0.08
1679-11,0.183
1679-15,0.159
1679-3,0.225
1679-6,0.117
1679-9,0.104
1680-10,0.258
1680-6,0.098
1680-7,0.14
1680-9,0.093
1681-1,0.399
1681-3,0.226
1681-5,0.083
1682-1,0.176
1683-17,0.218
1683-18,0.251
1683-7,0.217
1683-9,0.122
1685-2,0.172
1685-4,0.094
1686-1,0.51
1686-2,0.166
1686-5,0.157
1687-2,0.082
1688-4,0.164
1688-5,0.112
1689-2,0.16
169-2,0.573
1690-1,0.229
1692-2,0.045
1693-4,0.3
1693-6,0.209
1697-3,0.136
1697-4,0.254
1698-3,0.237
1698-5,0.237
1698-6,0.487
17-10,0.49
17-11,0.111
17-4,0.262
17-5,0.172
17-9,0.09
170-5,0.222
170-6,0.369
1700-3,0.149
1700-9,0.625
1701-2,0.645
1702-3,0.558
1703-4,0.061
1703-7,0.436
1703-8,0.828
1704-2,0.149
1704-6,0.584
1704-7,0.074
1705-3,0.384
1706-4,0.418
1706-6,0.711
1706-7,0.131
1707-4,0.444
1707-6,0.158
1708-2,0.226
1709-1,0.189
171-1,0.125
1712-1,0.126
1713-2,0.375
1713-5,0.412
1713-6,0.064
1714-13,0.496
1714-16,0.405
1714-4,0.252
1714-6,0.191
1714-7,0.248
1716-3,0.314
1718-12,0.624
1718-13,0.147
1718-15,0.167
1718-3,0.313
1719-2,0.146
172-1,0.694
1721-10,0.235
1721-12,0.231
1721-3,0.191
1721-6,0.451
1721-7,0.179
1723-2,0.28
1723-7,0.391
1724-3,0.149
1726-1,0.116
1726-3,0.132
1726-4,0.338
1727-1,0.343
1729-10,0.13
1729-11,0.13
1729-4,0.141
1729-5,0.385
1729-6,0.58
173-3,0.152
173-5,0.274
1730-1,0.168
1730-15,0.125
1730-19,0.308
1730-4,0.183
1730-5,0.143
1730-7,0.362
1731-7,0.169
1731-8,0.366
1731-9,0.044
1732-1,0.538
1732-4,0.114
1732-6,0.388
1732-7,0.218
1733-2,0.203
1733-6,0.147
1734-1,0.228
1735-1,0.459
1735-2,0.483
1736-1,0.341
1736-13,0.86
1736-14,0.15
1736-3,0.143
1737-1,0.428
1739-13,0.226
1739-8,0.363
174-5,0.048
1740-4,0.248
1740-7,0.082
1741-10,0.434
1741-11,0.088
1741-14,0.382
1741-2,0.311
1741-3,0.139
1741-4,0.131
